"useReportID","inactiveStaffCount","allStaffCount","noLicenses","notesCount","advCalllogCount","calllogCount","subTaskCount","appointmentCount","actionsCount","taskReminderCount","fusionClientID","projectTaskCount","ticketCount","versionCount","clientCount","supplierCount","debInvoiceCount","debSalesOrderCount","debCreditNoteCount","debPaymentReceiptCount","debDispatchNoteCount","Searches","debAllCount","crePurchaseOrderCount","creSupplierInvoiceCount","creSupplierCreditNoteCount","creSupplierPaymentCount","creGoodsReceivedNoteCount","creAllCount","CEAcceptedCounts","CECompletedCounts","CEOpenCounts","lastUpdateDate","CERejectedCounts","CEColdCounts","CEExpiredCounts","CEReconciledCounts","CEAllCounts","CompanyName","RevisionNumber","UserName","loginCount","activeUsersCount","inactiveUsersCount","allUsersCount","activeStaffCount"
"113","1","21","","26","727","1","359","32","6","15","0","9","2","39","7044","46","1","0","0","0","0","116","2","0","0","0","0","0","0","0","0","0","2016-10-27 07:57:54","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2820","20","1","21","20"
"114","1","21","","26","727","1","359","32","6","15","0","9","2","39","7045","46","1","0","0","0","0","171","2","0","0","0","0","0","0","0","0","0","2016-11-03 08:47:14","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2831","20","1","21","20"
"115","1","21","","26","727","1","359","32","6","15","0","9","2","39","7048","46","1","0","0","0","0","95","2","0","0","0","0","0","0","0","0","0","2016-11-10 06:49:07","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2841","20","1","21","20"
"116","1","21","","26","727","1","359","32","6","15","0","9","2","39","7050","46","1","0","0","0","0","201","2","0","0","0","0","0","0","0","0","0","2016-11-17 07:18:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2856","20","1","21","20"
"117","1","21","","26","727","1","359","32","6","15","0","9","2","39","7051","46","1","0","0","0","0","308","2","0","0","0","0","0","0","0","0","0","2016-11-24 07:50:34","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2867","20","1","21","20"
"118","1","21","","26","727","1","359","32","6","15","0","9","2","39","7051","46","1","0","0","0","0","74","2","0","0","0","0","0","0","0","0","0","2016-12-01 08:01:51","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2884","20","1","21","20"
"119","1","21","","26","727","1","359","32","6","15","0","9","2","39","7051","46","1","0","0","0","0","220","2","0","0","0","0","0","0","0","0","0","2016-12-08 08:14:25","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2895","20","1","21","20"
"120","1","21","","26","727","1","359","32","6","15","0","9","2","39","7065","46","1","0","0","0","0","68","2","0","0","0","0","0","0","0","0","0","2016-12-19 07:02:59","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2908","20","1","21","20"
"121","1","21","","26","727","1","359","32","6","15","0","9","2","39","7068","46","1","0","0","0","0","33","2","0","0","0","0","0","0","0","0","0","2017-01-03 14:11:41","0","0","0","0","0","No Company name entered in General Settings","481","JesseV","2915","20","1","21","20"
"122","1","21","","26","727","1","359","32","6","15","0","9","2","39","7068","46","1","0","0","0","0","268","2","0","0","0","0","0","0","0","0","0","2017-01-10 06:59:06","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2919","20","1","21","20"
"123","1","21","","26","727","1","359","32","6","15","0","9","2","39","7082","46","1","0","0","0","0","105","2","0","0","0","0","0","0","0","0","0","2017-01-17 07:23:22","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2930","20","1","21","20"
"124","1","21","","26","728","1","359","32","6","15","0","9","2","39","7083","46","1","0","0","0","0","125","2","0","0","0","0","0","0","0","0","0","2017-01-24 06:23:40","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2941","20","1","21","20"
"125","1","21","","26","728","1","359","32","6","15","0","9","2","39","7086","46","1","0","0","0","0","292","2","0","0","0","0","0","0","0","0","0","2017-01-31 07:43:37","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2954","20","1","21","20"
"126","1","21","","26","728","1","359","32","6","15","0","9","2","39","7090","46","1","0","0","0","0","142","2","0","0","0","0","0","0","0","0","0","2017-02-08 16:26:20","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2967","20","1","21","20"
"127","1","21","","26","728","1","359","32","6","15","0","9","2","39","7093","46","1","0","0","0","0","438","2","0","0","0","0","0","0","0","0","0","2017-02-15 10:29:40","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2976","20","1","21","20"
"128","1","21","","26","728","1","359","32","6","15","0","9","2","39","7097","46","1","0","0","0","0","119","2","0","0","0","0","0","0","0","0","0","2017-02-22 07:03:09","0","0","0","0","0","No Company name entered in General Settings","481","BevB","2994","20","1","21","20"
"129","1","21","","26","728","1","359","32","6","15","0","9","2","39","7098","46","1","0","0","0","0","168","2","0","0","0","0","0","0","0","0","0","2017-03-01 07:10:31","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3007","20","1","21","20"
"130","1","21","","26","728","1","359","32","6","15","0","9","2","39","7098","46","1","0","0","0","0","175","2","0","0","0","0","0","0","0","0","0","2017-03-08 07:34:36","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3019","20","1","21","20"
"131","1","21","","26","728","1","359","32","6","15","0","9","2","39","7099","46","1","0","0","0","0","71","2","0","0","0","0","0","0","0","0","0","2017-03-15 09:15:28","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3031","20","1","21","20"
"132","1","21","","26","728","1","359","32","6","15","0","9","2","39","7100","46","1","0","0","0","0","87","2","0","0","0","0","0","0","0","0","0","2017-03-22 09:30:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3039","20","1","21","20"
"133","1","21","","26","728","1","359","32","6","15","0","9","2","39","7102","46","1","0","0","0","0","261","2","0","0","0","0","0","0","0","0","0","2017-03-29 07:47:04","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3052","20","1","21","20"
"134","1","21","","26","728","1","359","32","6","15","0","9","2","39","7107","46","1","0","0","0","0","197","2","0","0","0","0","0","0","0","0","0","2017-04-05 08:38:30","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3069","20","1","21","20"
"135","1","21","","26","728","1","359","32","6","15","0","9","2","39","7107","46","1","0","0","0","0","106","2","0","0","0","0","0","0","0","0","0","2017-04-12 07:31:44","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3081","20","1","21","20"
"136","1","21","","26","728","1","359","32","6","15","0","9","2","39","7108","46","1","0","0","0","0","94","2","0","0","0","0","0","0","0","0","0","2017-04-19 07:10:52","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3089","20","1","21","20"
"137","1","21","","26","728","1","359","32","6","15","0","9","2","39","7106","46","1","0","0","0","0","115","2","0","0","0","0","0","0","0","0","0","2017-04-26 08:21:24","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3101","20","1","21","20"
"138","1","21","","26","728","1","359","32","6","15","0","9","2","39","7109","46","1","0","0","0","0","133","2","0","0","0","0","0","0","0","0","0","2017-05-03 07:01:33","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3107","20","1","21","20"
"139","1","21","","26","728","1","359","32","6","15","0","9","2","39","7112","46","1","0","0","0","0","564","2","0","0","0","0","0","0","0","0","0","2017-05-10 06:59:20","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3118","20","1","21","20"
"140","1","21","","26","728","1","359","32","6","15","0","9","2","39","7127","46","1","0","0","0","0","506","2","0","0","0","0","0","0","0","0","0","2017-05-17 07:08:59","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3141","20","1","21","20"
"141","1","21","","26","728","1","359","32","6","15","0","9","2","39","7139","46","1","0","0","0","0","513","2","0","0","0","0","0","0","0","0","0","2017-05-24 09:42:38","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3149","20","1","21","20"
"142","1","21","","26","728","1","359","32","6","15","0","9","2","39","7144","46","1","0","0","0","0","415","2","0","0","0","0","0","0","0","0","0","2017-05-31 09:11:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3157","20","1","21","20"
"143","1","21","","26","728","1","359","32","6","15","0","9","2","39","7152","46","1","0","0","0","0","418","2","0","0","0","0","0","0","0","0","0","2017-06-07 06:47:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3164","20","1","21","20"
"144","1","21","","26","728","1","359","32","6","15","0","9","2","39","7171","46","1","0","0","0","0","452","2","0","0","0","0","0","0","0","0","0","2017-06-15 07:36:34","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3179","20","1","21","20"
"145","1","21","","26","728","1","359","32","6","15","0","9","2","39","7183","46","1","0","0","0","0","319","2","0","0","0","0","0","0","0","0","0","2017-06-22 10:36:06","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3184","20","1","21","20"
"146","1","21","","26","728","1","359","32","6","15","0","9","2","39","7194","46","1","0","0","0","0","212","2","0","0","0","0","0","0","0","0","0","2017-06-29 08:34:02","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3193","20","1","21","20"
"147","1","21","","26","728","1","359","32","6","15","0","9","2","39","7198","46","1","0","0","0","0","315","2","0","0","0","0","0","0","0","0","0","2017-07-06 07:31:12","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3204","20","1","21","20"
"148","1","21","","26","728","1","359","32","6","15","0","9","2","39","7211","46","1","0","0","0","0","191","2","0","0","0","0","0","0","0","0","0","2017-07-13 07:09:52","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3216","20","1","21","20"
"149","1","21","","26","728","1","359","32","6","15","0","9","2","39","7213","46","1","0","0","0","0","170","2","0","0","0","0","0","0","0","0","0","2017-07-20 08:29:24","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3223","20","1","21","20"
"150","1","21","","26","728","1","359","32","6","15","0","9","2","39","7215","46","1","0","0","0","0","105","2","0","0","0","0","0","0","0","0","0","2017-07-27 11:13:12","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3234","20","1","21","20"
"151","1","21","","26","728","1","359","32","6","15","0","9","2","39","7217","46","1","0","0","0","0","154","2","0","0","0","0","0","0","0","0","0","2017-08-03 07:17:09","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3242","20","1","21","20"
"152","1","21","","26","728","1","359","32","6","15","0","9","2","39","7220","46","1","0","0","0","0","312","2","0","0","0","0","0","0","0","0","0","2017-08-10 08:04:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3249","20","1","21","20"
"153","1","21","","26","728","1","359","32","6","15","0","9","2","39","7227","46","1","0","0","0","0","374","2","0","0","0","0","0","0","0","0","0","2017-08-17 06:41:01","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3259","20","1","21","20"
"154","1","21","","26","728","1","359","32","6","15","0","9","2","39","7244","46","1","0","0","0","0","369","2","0","0","0","0","0","0","0","0","0","2017-08-29 12:12:44","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3271","20","1","21","20"
"155","1","21","","26","728","1","359","32","6","15","0","9","2","39","7247","46","1","0","0","0","0","610","2","0","0","0","0","0","0","0","0","0","2017-09-05 15:56:55","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3272","20","1","21","20"
"157","1","21","","26","728","1","359","32","6","15","0","9","2","39","7258","46","1","0","0","0","0","113","2","0","0","0","0","0","0","0","0","0","2017-09-19 08:48:35","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3293","20","1","21","20"
"156","1","21","","26","728","1","359","32","6","15","0","9","2","39","7253","46","1","0","0","0","0","102","2","0","0","0","0","0","0","0","0","0","2017-09-12 09:13:38","0","0","0","0","0","No Company name entered in General Settings","481","KellyB","3281","20","1","21","20"
"158","1","21","","26","728","1","359","32","6","15","0","9","2","39","7260","46","1","0","0","0","0","28","2","0","0","0","0","0","0","0","0","0","2017-09-26 07:32:32","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3298","20","1","21","20"
"159","1","21","","26","728","1","359","32","6","15","0","9","2","39","7260","46","1","0","0","0","0","176","2","0","0","0","0","0","0","0","0","0","2017-10-03 11:55:04","0","0","0","0","0","No Company name entered in General Settings","481","KellyB","3301","20","1","21","20"
"160","1","21","","26","728","1","359","32","6","15","0","9","2","39","7267","46","1","0","0","0","0","74","2","0","0","0","0","0","0","0","0","0","2017-10-10 06:42:10","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3307","20","1","21","20"
"161","1","21","","26","728","1","359","32","6","15","0","9","2","39","7270","46","1","0","0","0","0","230","2","0","0","0","0","0","0","0","0","0","2017-10-17 08:27:21","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3316","20","1","21","20"
"162","1","21","","26","728","1","359","32","6","15","0","9","2","39","7272","46","1","0","0","0","0","84","2","0","0","0","0","0","0","0","0","0","2017-10-24 09:58:24","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3323","20","1","21","20"
"163","1","21","","26","728","1","359","32","6","15","0","9","2","39","7274","46","1","0","0","0","0","237","2","0","0","0","0","0","0","0","0","0","2017-10-31 06:15:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3332","20","1","21","20"
"164","1","21","","26","728","1","359","32","6","15","0","9","2","39","7281","46","1","0","0","0","0","173","2","0","0","0","0","0","0","0","0","0","2017-11-07 10:43:26","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3343","20","1","21","20"
"165","1","21","","26","728","1","359","32","6","15","0","9","2","39","7284","46","1","0","0","0","0","113","2","0","0","0","0","0","0","0","0","0","2017-11-14 07:55:56","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3350","20","1","21","20"
"166","1","21","","26","728","1","359","32","6","15","0","9","2","39","7286","46","1","0","0","0","0","104","2","0","0","0","0","0","0","0","0","0","2017-11-21 10:04:00","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3358","20","1","21","20"
"167","1","21","","26","728","1","359","32","6","15","0","9","2","39","7289","46","1","0","0","0","0","98","2","0","0","0","0","0","0","0","0","0","2017-11-28 08:56:18","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3366","20","1","21","20"
"168","1","21","","26","728","1","359","32","6","15","0","9","2","39","7291","46","1","0","0","0","0","139","2","0","0","0","0","0","0","0","0","0","2017-12-05 09:13:38","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3377","20","1","21","20"
"169","1","21","","26","728","1","359","32","6","15","0","9","2","39","7295","46","1","0","0","0","0","65","2","0","0","0","0","0","0","0","0","0","2017-12-12 06:45:22","0","0","0","0","0","No Company name entered in General Settings","481","BevB","3385","20","1","21","20"
